image_path,class_id
/root/IP102/train/Thrips/39178.jpg,Thrips
/root/IP102/train/Thrips/39159.jpg,Thrips
/root/IP102/train/Thrips/39738.jpg,Thrips
/root/IP102/train/Thrips/39384.jpg,Thrips
/root/IP102/train/Thrips/39608.jpg,Thrips
/root/IP102/train/Thrips/39581.jpg,Thrips
/root/IP102/train/Thrips/39536.jpg,Thrips
/root/IP102/train/Thrips/39321.jpg,Thrips
/root/IP102/train/Thrips/39853.jpg,Thrips
/root/IP102/train/Thrips/39550.jpg,Thrips
/root/IP102/train/Thrips/39567.jpg,Thrips
/root/IP102/train/Thrips/39440.jpg,Thrips
/root/IP102/train/Thrips/39923.jpg,Thrips
/root/IP102/train/Thrips/39364.jpg,Thrips
/root/IP102/train/Thrips/39157.jpg,Thrips
/root/IP102/train/Thrips/39961.jpg,Thrips
/root/IP102/train/Thrips/39617.jpg,Thrips
/root/IP102/train/Thrips/39843.jpg,Thrips
/root/IP102/train/Thrips/39927.jpg,Thrips
/root/IP102/train/Thrips/39145.jpg,Thrips
/root/IP102/train/Thrips/39468.jpg,Thrips
/root/IP102/train/Thrips/39748.jpg,Thrips
/root/IP102/train/Thrips/39782.jpg,Thrips
/root/IP102/train/Thrips/39610.jpg,Thrips
/root/IP102/train/Thrips/39290.jpg,Thrips
/root/IP102/train/Thrips/39293.jpg,Thrips
/root/IP102/train/Thrips/39415.jpg,Thrips
/root/IP102/train/Thrips/39607.jpg,Thrips
/root/IP102/train/Thrips/39359.jpg,Thrips
/root/IP102/train/Thrips/39268.jpg,Thrips
/root/IP102/train/Thrips/39628.jpg,Thrips
/root/IP102/train/Thrips/39750.jpg,Thrips
/root/IP102/train/Thrips/39140.jpg,Thrips
/root/IP102/train/Thrips/39463.jpg,Thrips
/root/IP102/train/Thrips/39487.jpg,Thrips
/root/IP102/train/Thrips/39441.jpg,Thrips
/root/IP102/train/Thrips/39554.jpg,Thrips
/root/IP102/train/Thrips/39307.jpg,Thrips
/root/IP102/train/Thrips/39131.jpg,Thrips
/root/IP102/train/Thrips/39322.jpg,Thrips
/root/IP102/train/Thrips/39785.jpg,Thrips
/root/IP102/train/Thrips/39877.jpg,Thrips
/root/IP102/train/Thrips/39638.jpg,Thrips
/root/IP102/train/Thrips/39154.jpg,Thrips
/root/IP102/train/Thrips/39771.jpg,Thrips
/root/IP102/train/Thrips/39797.jpg,Thrips
/root/IP102/train/Thrips/39530.jpg,Thrips
/root/IP102/train/Thrips/39181.jpg,Thrips
/root/IP102/train/Thrips/39444.jpg,Thrips
/root/IP102/train/Thrips/39323.jpg,Thrips
/root/IP102/train/Thrips/39555.jpg,Thrips
/root/IP102/train/Thrips/39456.jpg,Thrips
/root/IP102/train/Thrips/39924.jpg,Thrips
/root/IP102/train/Thrips/39920.jpg,Thrips
/root/IP102/train/Thrips/39447.jpg,Thrips
/root/IP102/train/Thrips/39348.jpg,Thrips
/root/IP102/train/Thrips/39611.jpg,Thrips
/root/IP102/train/Thrips/39162.jpg,Thrips
/root/IP102/train/Thrips/39222.jpg,Thrips
/root/IP102/train/Thrips/39501.jpg,Thrips
/root/IP102/train/Thrips/39729.jpg,Thrips
/root/IP102/train/Thrips/39810.jpg,Thrips
/root/IP102/train/Thrips/39394.jpg,Thrips
/root/IP102/train/Thrips/39247.jpg,Thrips
/root/IP102/train/Thrips/39425.jpg,Thrips
/root/IP102/train/Thrips/39188.jpg,Thrips
/root/IP102/train/Thrips/39367.jpg,Thrips
/root/IP102/train/Thrips/39403.jpg,Thrips
/root/IP102/train/Thrips/39281.jpg,Thrips
/root/IP102/train/Thrips/39260.jpg,Thrips
/root/IP102/train/Thrips/39248.jpg,Thrips
/root/IP102/train/Thrips/39527.jpg,Thrips
/root/IP102/train/Thrips/39669.jpg,Thrips
/root/IP102/train/Thrips/39201.jpg,Thrips
/root/IP102/train/Thrips/39604.jpg,Thrips
/root/IP102/train/Thrips/39267.jpg,Thrips
/root/IP102/train/Thrips/39205.jpg,Thrips
/root/IP102/train/Thrips/39195.jpg,Thrips
/root/IP102/train/Thrips/39303.jpg,Thrips
/root/IP102/train/Thrips/39819.jpg,Thrips
/root/IP102/train/Thrips/39175.jpg,Thrips
/root/IP102/train/Thrips/39475.jpg,Thrips
/root/IP102/train/Thrips/39566.jpg,Thrips
/root/IP102/train/Thrips/39653.jpg,Thrips
/root/IP102/train/Thrips/39700.jpg,Thrips
/root/IP102/train/Thrips/39519.jpg,Thrips
/root/IP102/train/Thrips/39246.jpg,Thrips
/root/IP102/train/Thrips/39176.jpg,Thrips
/root/IP102/train/Thrips/39646.jpg,Thrips
/root/IP102/train/Thrips/39874.jpg,Thrips
/root/IP102/train/Thrips/39675.jpg,Thrips
/root/IP102/train/Thrips/39890.jpg,Thrips
/root/IP102/train/Thrips/39802.jpg,Thrips
/root/IP102/train/Thrips/39271.jpg,Thrips
/root/IP102/train/Thrips/39266.jpg,Thrips
/root/IP102/train/Thrips/39312.jpg,Thrips
/root/IP102/train/Thrips/39577.jpg,Thrips
/root/IP102/train/Thrips/39621.jpg,Thrips
/root/IP102/train/Thrips/39221.jpg,Thrips
/root/IP102/train/Thrips/39658.jpg,Thrips
/root/IP102/train/Thrips/39164.jpg,Thrips
/root/IP102/train/Thrips/39216.jpg,Thrips
/root/IP102/train/Thrips/39730.jpg,Thrips
/root/IP102/train/Thrips/40004.jpg,Thrips
/root/IP102/train/Thrips/39256.jpg,Thrips
/root/IP102/train/Thrips/39821.jpg,Thrips
/root/IP102/train/Thrips/39545.jpg,Thrips
/root/IP102/train/Thrips/39606.jpg,Thrips
/root/IP102/train/Thrips/39493.jpg,Thrips
/root/IP102/train/Thrips/39979.jpg,Thrips
/root/IP102/train/Thrips/39494.jpg,Thrips
/root/IP102/train/Thrips/39833.jpg,Thrips
/root/IP102/train/Thrips/39855.jpg,Thrips
/root/IP102/train/Thrips/39641.jpg,Thrips
/root/IP102/train/Thrips/39789.jpg,Thrips
/root/IP102/train/Thrips/39778.jpg,Thrips
/root/IP102/train/Thrips/39665.jpg,Thrips
/root/IP102/train/Thrips/39811.jpg,Thrips
/root/IP102/train/Thrips/39352.jpg,Thrips
/root/IP102/train/Thrips/39808.jpg,Thrips
/root/IP102/train/Thrips/39417.jpg,Thrips
/root/IP102/train/Thrips/39482.jpg,Thrips
/root/IP102/train/Thrips/39534.jpg,Thrips
/root/IP102/train/Thrips/39340.jpg,Thrips
/root/IP102/train/Thrips/39970.jpg,Thrips
/root/IP102/train/Thrips/39412.jpg,Thrips
/root/IP102/train/Thrips/39330.jpg,Thrips
/root/IP102/train/Thrips/39278.jpg,Thrips
/root/IP102/train/Thrips/39339.jpg,Thrips
/root/IP102/train/Thrips/39747.jpg,Thrips
/root/IP102/train/Thrips/39133.jpg,Thrips
/root/IP102/train/Thrips/39594.jpg,Thrips
/root/IP102/train/Thrips/39622.jpg,Thrips
/root/IP102/train/Thrips/39894.jpg,Thrips
/root/IP102/train/Thrips/39940.jpg,Thrips
/root/IP102/train/Thrips/39690.jpg,Thrips
/root/IP102/train/Thrips/39943.jpg,Thrips
/root/IP102/train/Thrips/39913.jpg,Thrips
/root/IP102/train/Thrips/39423.jpg,Thrips
/root/IP102/train/Thrips/39839.jpg,Thrips
/root/IP102/train/Thrips/39507.jpg,Thrips
/root/IP102/train/Thrips/39515.jpg,Thrips
/root/IP102/train/Thrips/39134.jpg,Thrips
/root/IP102/train/Thrips/39261.jpg,Thrips
/root/IP102/train/Thrips/39678.jpg,Thrips
/root/IP102/train/Thrips/39552.jpg,Thrips
/root/IP102/train/Thrips/39153.jpg,Thrips
/root/IP102/train/Thrips/39148.jpg,Thrips
/root/IP102/train/Thrips/39764.jpg,Thrips
/root/IP102/train/Thrips/39950.jpg,Thrips
/root/IP102/train/Thrips/39489.jpg,Thrips
/root/IP102/train/Thrips/39948.jpg,Thrips
/root/IP102/train/Thrips/39723.jpg,Thrips
/root/IP102/train/Thrips/39728.jpg,Thrips
/root/IP102/train/Thrips/39707.jpg,Thrips
/root/IP102/train/Thrips/39144.jpg,Thrips
/root/IP102/train/Thrips/39682.jpg,Thrips
/root/IP102/train/Thrips/39262.jpg,Thrips
/root/IP102/train/Thrips/39770.jpg,Thrips
/root/IP102/train/Thrips/39310.jpg,Thrips
/root/IP102/train/Thrips/39320.jpg,Thrips
/root/IP102/train/Thrips/39480.jpg,Thrips
/root/IP102/train/Thrips/39718.jpg,Thrips
/root/IP102/train/Thrips/39583.jpg,Thrips
/root/IP102/train/Thrips/39233.jpg,Thrips
/root/IP102/train/Thrips/39499.jpg,Thrips
/root/IP102/train/Thrips/39226.jpg,Thrips
/root/IP102/train/Thrips/39202.jpg,Thrips
/root/IP102/train/Thrips/39701.jpg,Thrips
/root/IP102/train/Thrips/39788.jpg,Thrips
/root/IP102/train/Thrips/39879.jpg,Thrips
/root/IP102/train/Thrips/39911.jpg,Thrips
/root/IP102/train/Thrips/39460.jpg,Thrips
/root/IP102/train/Thrips/39324.jpg,Thrips
/root/IP102/train/Thrips/39461.jpg,Thrips
/root/IP102/train/Thrips/39137.jpg,Thrips
/root/IP102/train/Thrips/39568.jpg,Thrips
/root/IP102/train/Thrips/39761.jpg,Thrips
/root/IP102/train/Thrips/39514.jpg,Thrips
/root/IP102/train/Thrips/39840.jpg,Thrips
/root/IP102/train/Thrips/39497.jpg,Thrips
/root/IP102/train/Thrips/39210.jpg,Thrips
/root/IP102/train/Thrips/39409.jpg,Thrips
/root/IP102/train/Thrips/39244.jpg,Thrips
/root/IP102/train/Thrips/39573.jpg,Thrips
/root/IP102/train/Thrips/39828.jpg,Thrips
/root/IP102/train/Thrips/39273.jpg,Thrips
/root/IP102/train/Thrips/39951.jpg,Thrips
/root/IP102/train/Thrips/39187.jpg,Thrips
/root/IP102/train/Thrips/39277.jpg,Thrips
/root/IP102/train/Thrips/39743.jpg,Thrips
/root/IP102/train/Thrips/39758.jpg,Thrips
/root/IP102/train/Thrips/39360.jpg,Thrips
/root/IP102/train/Thrips/40000.jpg,Thrips
/root/IP102/train/Thrips/39842.jpg,Thrips
/root/IP102/train/Thrips/39815.jpg,Thrips
/root/IP102/train/Thrips/39732.jpg,Thrips
/root/IP102/train/Thrips/39825.jpg,Thrips
/root/IP102/train/Thrips/39938.jpg,Thrips
/root/IP102/train/Thrips/39804.jpg,Thrips
/root/IP102/train/Thrips/39694.jpg,Thrips
/root/IP102/train/Thrips/39418.jpg,Thrips
/root/IP102/train/Thrips/39884.jpg,Thrips
/root/IP102/train/Thrips/39481.jpg,Thrips
/root/IP102/train/Thrips/39342.jpg,Thrips
/root/IP102/train/Thrips/39741.jpg,Thrips
/root/IP102/train/Thrips/39337.jpg,Thrips
/root/IP102/train/Thrips/39792.jpg,Thrips
/root/IP102/train/Thrips/39160.jpg,Thrips
/root/IP102/train/Thrips/39535.jpg,Thrips
/root/IP102/train/Thrips/39952.jpg,Thrips
/root/IP102/train/Thrips/39225.jpg,Thrips
/root/IP102/train/Thrips/39721.jpg,Thrips
/root/IP102/train/Thrips/39377.jpg,Thrips
/root/IP102/train/Thrips/39786.jpg,Thrips
/root/IP102/train/Thrips/39464.jpg,Thrips
/root/IP102/train/Thrips/39241.jpg,Thrips
/root/IP102/train/Thrips/39904.jpg,Thrips
/root/IP102/train/Thrips/39389.jpg,Thrips
/root/IP102/train/Thrips/39498.jpg,Thrips
/root/IP102/train/Thrips/39155.jpg,Thrips
/root/IP102/train/Thrips/39916.jpg,Thrips
/root/IP102/train/Thrips/39490.jpg,Thrips
/root/IP102/train/Thrips/39471.jpg,Thrips
/root/IP102/train/Thrips/39239.jpg,Thrips
/root/IP102/train/Thrips/39435.jpg,Thrips
/root/IP102/train/Thrips/39896.jpg,Thrips
/root/IP102/train/Thrips/39544.jpg,Thrips
/root/IP102/train/Thrips/39230.jpg,Thrips
/root/IP102/train/Thrips/39561.jpg,Thrips
/root/IP102/train/Thrips/39712.jpg,Thrips
/root/IP102/train/Thrips/39793.jpg,Thrips
/root/IP102/train/Thrips/39713.jpg,Thrips
/root/IP102/train/Thrips/39881.jpg,Thrips
/root/IP102/train/Thrips/39254.jpg,Thrips
/root/IP102/train/Thrips/39192.jpg,Thrips
/root/IP102/train/Thrips/39985.jpg,Thrips
/root/IP102/train/Thrips/39165.jpg,Thrips
/root/IP102/train/Thrips/39575.jpg,Thrips
/root/IP102/train/Thrips/39405.jpg,Thrips
/root/IP102/train/Thrips/39627.jpg,Thrips
/root/IP102/train/Thrips/39619.jpg,Thrips
/root/IP102/train/Thrips/39719.jpg,Thrips
/root/IP102/train/Thrips/39780.jpg,Thrips
/root/IP102/train/Thrips/39676.jpg,Thrips
/root/IP102/train/Thrips/39442.jpg,Thrips
/root/IP102/train/Thrips/39660.jpg,Thrips
/root/IP102/train/Thrips/39138.jpg,Thrips
/root/IP102/train/Thrips/39687.jpg,Thrips
